n; time(ms)
181337; 0.000000ms
181338; 0.997000ms
181339; 0.000000ms
181340; 0.997000ms
181341; 0.998000ms
181342; 0.000000ms
181343; 0.997000ms
181344; 0.000000ms
181345; 0.997000ms
181346; 0.998000ms
181347; 0.000000ms
181348; 0.997000ms
181349; 0.000000ms
181350; 0.997000ms
181351; 0.998000ms
181352; 0.000000ms
181353; 0.997000ms
181354; 0.000000ms
181355; 0.997000ms
181356; 0.000000ms
181357; 0.998000ms
181358; 0.997000ms
181359; 0.000000ms
181360; 0.997000ms
181361; 0.998000ms
181362; 0.000000ms
181363; 0.997000ms
181364; 0.000000ms
181365; 0.997000ms
181366; 0.998000ms
181367; 0.000000ms
181368; 0.997000ms
181369; 0.000000ms
181370; 0.997000ms
181371; 0.000000ms
181372; 0.998000ms
181373; 0.997000ms
181374; 0.000000ms
181375; 0.997000ms
181376; 0.998000ms
181377; 0.000000ms
181378; 0.997000ms
181379; 0.997000ms
181380; 0.000000ms
181381; 0.998000ms
181382; 0.000000ms
181383; 1.024000ms
181384; 0.970000ms
181385; 0.997000ms
181386; 0.000000ms
181387; 0.997000ms
181388; 0.997000ms
181389; 0.000000ms
181390; 0.998000ms
181391; 0.998000ms
181392; 0.000000ms
181393; 0.996000ms
181394; 0.000000ms
181395; 0.998000ms
181396; 0.998000ms
181397; 0.000000ms
181398; 0.997000ms
181399; 0.000000ms
181400; 0.997000ms
181401; 0.997000ms
181402; 0.000000ms
181403; 0.997000ms
181404; 0.000000ms
181405; 0.998000ms
181406; 0.000000ms
181407; 0.997000ms
181408; 0.998000ms
181409; 0.000000ms
181410; 0.997000ms
181411; 0.997000ms
181412; 0.000000ms
181413; 0.998000ms
181414; 0.000000ms
181415; 0.997000ms
181416; 0.997000ms
181417; 0.000000ms
181418; 1.043000ms
181419; 0.000000ms
181420; 0.952000ms
181421; 0.997000ms
181422; 0.000000ms
181423; 0.998000ms
181424; 0.000000ms
181425; 0.997000ms
181426; 0.997000ms
181427; 0.000000ms
181428; 0.997000ms
181429; 0.000000ms
181430; 0.999000ms
181431; 0.000000ms
181432; 0.997000ms
181433; 1.025000ms
181434; 0.000000ms
181435; 0.996000ms
181436; 0.000000ms
181437; 0.998000ms
181438; 0.997000ms
181439; 0.000000ms
181440; 0.971000ms
181441; 0.000000ms
181442; 0.997000ms
181443; 0.997000ms
181444; 0.000000ms
181445; 0.997000ms
181446; 0.000000ms
181447; 1.025000ms
181448; 0.997000ms
181449; 0.000000ms
181450; 1.000000ms
181451; 0.000000ms
181452; 0.994000ms
181453; 0.000000ms
181454; 1.000000ms
181455; 0.997000ms
181456; 0.000000ms
181457; 0.996000ms
181458; 0.000000ms
181459; 0.970000ms
181460; 1.025000ms
181461; 0.000000ms
181462; 0.997000ms
181463; 0.000000ms
181464; 0.999000ms
181465; 0.996000ms
181466; 0.000000ms
181467; 0.997000ms
181468; 0.000000ms
181469; 1.000000ms
181470; 0.968000ms
181471; 0.000000ms
181472; 1.024000ms
181473; 0.000000ms
181474; 0.997000ms
181475; 0.970000ms
181476; 0.000000ms
181477; 1.027000ms
181478; 0.000000ms
181479; 0.996000ms
181480; 0.996000ms
181481; 0.000000ms
181482; 0.998000ms
181483; 0.000000ms
181484; 0.997000ms
181485; 1.000000ms
181486; 0.000000ms
181487; 0.995000ms
181488; 0.000000ms
181489; 0.997000ms
181490; 0.998000ms
181491; 0.000000ms
181492; 0.997000ms
181493; 0.000000ms
181494; 0.998000ms
181495; 0.969000ms
181496; 0.000000ms
181497; 0.998000ms
181498; 1.027000ms
181499; 0.000000ms
181500; 0.967000ms
181501; 0.000000ms
181502; 0.998000ms
181503; 0.997000ms
181504; 0.000000ms
181505; 0.997000ms
181506; 0.000000ms
181507; 0.997000ms
181508; 0.000000ms
181509; 0.997000ms
181510; 1.027000ms
181511; 0.000000ms
181512; 0.996000ms
181513; 0.000000ms
181514; 0.997000ms
181515; 0.998000ms
181516; 0.000000ms
181517; 0.999000ms
181518; 0.000000ms
181519; 0.995000ms
181520; 0.000000ms
181521; 0.998000ms
181522; 0.997000ms
181523; 0.000000ms
181524; 0.970000ms
181525; 0.997000ms
181526; 0.000000ms
181527; 0.997000ms
181528; 0.000000ms
181529; 0.998000ms
181530; 0.998000ms
181531; 0.000000ms
181532; 0.996000ms
181533; 0.000000ms
181534; 0.997000ms
181535; 0.000000ms
181536; 0.998000ms
181537; 0.997000ms
181538; 0.000000ms
181539; 0.997000ms
181540; 0.998000ms
181541; 0.000000ms
181542; 0.998000ms
181543; 0.997000ms
181544; 0.000000ms
181545; 0.997000ms
181546; 0.996000ms
181547; 0.000000ms
181548; 0.998000ms
181549; 0.000000ms
181550; 0.997000ms
181551; 0.998000ms
181552; 0.000000ms
181553; 0.997000ms
181554; 0.000000ms
181555; 1.026000ms
181556; 0.969000ms
181557; 0.000000ms
181558; 0.998000ms
181559; 0.000000ms
181560; 1.024000ms
181561; 0.999000ms
181562; 0.000000ms
181563; 0.996000ms
181564; 0.000000ms
181565; 0.997000ms
181566; 0.998000ms
181567; 0.000000ms
181568; 0.997000ms
181569; 0.000000ms
181570; 1.000000ms
181571; 0.000000ms
181572; 0.996000ms
181573; 1.001000ms
181574; 0.000000ms
181575; 0.993000ms
181576; 0.000000ms
181577; 1.002000ms
181578; 0.969000ms
181579; 0.000000ms
181580; 1.021000ms
181581; 0.000000ms
181582; 0.997000ms
181583; 0.999000ms
181584; 0.000000ms
181585; 0.995000ms
181586; 0.000000ms
181587; 0.998000ms
181588; 0.998000ms
181589; 0.000000ms
181590; 0.997000ms
181591; 0.000000ms
181592; 0.999000ms
181593; 0.996000ms
181594; 0.000000ms
181595; 0.993000ms
181596; 0.000000ms
181597; 0.973000ms
181598; 1.038000ms
181599; 0.000000ms
181600; 0.957000ms
181601; 0.000000ms
181602; 1.068000ms
181603; 0.926000ms
181604; 0.000000ms
181605; 0.998000ms
181606; 0.000000ms
181607; 0.997000ms
181608; 0.999000ms
181609; 0.997000ms
181610; 0.000000ms
181611; 0.996000ms
181612; 0.000000ms
181613; 0.997000ms
181614; 0.998000ms
181615; 0.000000ms
181616; 0.997000ms
181617; 0.000000ms
181618; 0.998000ms
181619; 0.997000ms
181620; 0.000000ms
181621; 0.997000ms
181622; 0.998000ms
181623; 0.000000ms
181624; 0.997000ms
181625; 0.000000ms
181626; 0.998000ms
181627; 0.000000ms
181628; 0.997000ms
181629; 0.000000ms
181630; 0.998000ms
181631; 0.997000ms
181632; 0.000000ms
181633; 0.997000ms
181634; 0.000000ms
181635; 0.998000ms
181636; 0.997000ms
181637; 0.000000ms
181638; 0.997000ms
181639; 0.000000ms
181640; 0.997000ms
181641; 0.000000ms
181642; 0.998000ms
181643; 0.000000ms
181644; 0.997000ms
181645; 0.998000ms
181646; 0.000000ms
181647; 0.997000ms
181648; 0.000000ms
181649; 0.997000ms
181650; 0.000000ms
181651; 0.998000ms
181652; 0.997000ms
181653; 0.000000ms
181654; 0.997000ms
181655; 0.000000ms
181656; 0.997000ms
181657; 0.000000ms
181658; 0.998000ms
181659; 0.997000ms
181660; 0.000000ms
181661; 0.997000ms
181662; 0.000000ms
181663; 0.998000ms
181664; 0.000000ms
181665; 0.997000ms
181666; 0.998000ms
181667; 0.000000ms
181668; 0.997000ms
181669; 0.000000ms
181670; 0.997000ms
181671; 0.997000ms
181672; 0.000000ms
181673; 0.998000ms
181674; 0.000000ms
181675; 0.997000ms
181676; 0.000000ms
181677; 0.997000ms
181678; 0.000000ms
181679; 0.998000ms
181680; 0.997000ms
181681; 0.000000ms
181682; 0.997000ms
181683; 0.000000ms
181684; 0.998000ms
181685; 0.000000ms
181686; 0.997000ms
181687; 0.998000ms
181688; 0.000000ms
181689; 0.997000ms
181690; 0.000000ms
181691; 0.997000ms
181692; 0.000000ms
181693; 0.997000ms
181694; 0.998000ms
181695; 0.000000ms
181696; 0.997000ms
181697; 0.000000ms
181698; 0.998000ms
181699; 0.997000ms
181700; 0.000000ms
181701; 1.026000ms
181702; 0.968000ms
181703; 0.000000ms
181704; 1.025000ms
181705; 0.000000ms
181706; 0.997000ms
181707; 0.000000ms
181708; 0.998000ms
181709; 0.997000ms
181710; 0.000000ms
181711; 0.970000ms
181712; 0.000000ms
181713; 1.025000ms
181714; 0.000000ms
181715; 0.969000ms
181716; 1.025000ms
181717; 0.000000ms
181718; 0.997000ms
181719; 0.000000ms
181720; 0.998000ms
181721; 0.970000ms
181722; 0.000000ms
181723; 1.025000ms
181724; 0.000000ms
181725; 0.998000ms
181726; 0.996000ms
181727; 0.000000ms
181728; 0.998000ms
181729; 0.000000ms
181730; 0.997000ms
181731; 0.997000ms
181732; 0.000000ms
181733; 1.000000ms
181734; 0.000000ms
181735; 0.967000ms
181736; 0.997000ms
181737; 0.000000ms
181738; 0.998000ms
181739; 0.997000ms
181740; 0.000000ms
181741; 0.997000ms
181742; 0.000000ms
181743; 0.998000ms
181744; 0.000000ms
181745; 0.997000ms
181746; 1.027000ms
181747; 0.000000ms
181748; 0.968000ms
181749; 0.998000ms
181750; 0.000000ms
181751; 0.997000ms
181752; 0.997000ms
181753; 0.000000ms
181754; 0.997000ms
181755; 0.000000ms
181756; 0.997000ms
181757; 0.998000ms
181758; 0.000000ms
181759; 0.997000ms
181760; 0.000000ms
181761; 0.998000ms
181762; 0.000000ms
181763; 0.997000ms
181764; 1.006000ms
181765; 0.000000ms
181766; 0.988000ms
181767; 0.000000ms
181768; 1.006000ms
181769; 0.989000ms
181770; 0.000000ms
181771; 0.997000ms
181772; 0.000000ms
181773; 0.998000ms
181774; 0.000000ms
181775; 0.997000ms
181776; 0.997000ms
181777; 0.000000ms
181778; 0.999000ms
181779; 0.997000ms
181780; 0.000000ms
181781; 0.997000ms
181782; 0.000000ms
181783; 0.997000ms
181784; 0.997000ms
181785; 0.000000ms
181786; 0.997000ms
181787; 0.000000ms
181788; 0.998000ms
181789; 0.000000ms
181790; 0.997000ms
181791; 0.997000ms
181792; 0.000000ms
181793; 0.998000ms
181794; 0.000000ms
181795; 0.997000ms
181796; 0.000000ms
181797; 0.997000ms
181798; 1.026000ms
181799; 0.000000ms
181800; 0.969000ms
181801; 0.000000ms
181802; 0.998000ms
181803; 0.998000ms
181804; 0.000000ms
181805; 0.997000ms
181806; 0.000000ms
181807; 0.997000ms
181808; 0.998000ms
181809; 0.000000ms
181810; 0.997000ms
181811; 0.000000ms
181812; 0.997000ms
181813; 0.000000ms
181814; 0.997000ms
181815; 0.000000ms
181816; 0.998000ms
181817; 0.997000ms
181818; 0.000000ms
181819; 0.997000ms
181820; 0.000000ms
181821; 0.998000ms
181822; 0.000000ms
181823; 0.997000ms
181824; 0.998000ms
181825; 0.000000ms
181826; 0.997000ms
181827; 0.000000ms
181828; 1.025000ms
181829; 0.000000ms
181830; 0.996000ms
181831; 0.997000ms
181832; 0.000000ms
181833; 1.000000ms
181834; 0.000000ms
181835; 0.969000ms
181836; 1.024000ms
181837; 0.000000ms
181838; 0.997000ms
181839; 0.000000ms
181840; 0.997000ms
181841; 0.000000ms
181842; 1.000000ms
181843; 0.000000ms
181844; 0.995000ms
181845; 0.997000ms
181846; 0.000000ms
181847; 1.000000ms
181848; 0.000000ms
181849; 0.992000ms
181850; 0.000000ms
181851; 1.001000ms
181852; 0.998000ms
181853; 0.000000ms
181854; 0.969000ms
181855; 0.000000ms
181856; 0.998000ms
181857; 0.000000ms
181858; 0.997000ms
181859; 0.997000ms
181860; 0.000000ms
181861; 0.997000ms
181862; 0.000000ms
181863; 0.998000ms
181864; 0.000000ms
181865; 0.997000ms
181866; 0.998000ms
181867; 0.000000ms
181868; 0.997000ms
181869; 0.000000ms
181870; 0.997000ms
181871; 0.000000ms
181872; 0.997000ms
181873; 0.998000ms
181874; 0.000000ms
181875; 0.997000ms
181876; 0.000000ms
181877; 0.997000ms
181878; 0.000000ms
181879; 0.998000ms
181880; 0.997000ms
181881; 0.000000ms
181882; 0.997000ms
181883; 0.000000ms
181884; 0.998000ms
181885; 0.000000ms
181886; 0.997000ms
181887; 0.997000ms
181888; 0.000000ms
181889; 1.044000ms
181890; 0.000000ms
181891; 0.955000ms
181892; 0.000000ms
181893; 0.997000ms
181894; 0.998000ms
181895; 0.000000ms
181896; 0.997000ms
181897; 0.000000ms
181898; 0.997000ms
181899; 0.000000ms
181900; 0.997000ms
181901; 0.998000ms
181902; 0.000000ms
181903; 0.997000ms
181904; 0.000000ms
181905; 0.998000ms
181906; 0.000000ms
181907; 1.020000ms
181908; 0.978000ms
181909; 0.000000ms
181910; 0.998000ms
181911; 0.997000ms
181912; 0.000000ms
181913; 0.997000ms
181914; 0.998000ms
181915; 0.000000ms
181916; 0.997000ms
181917; 0.000000ms
181918; 0.997000ms
181919; 0.997000ms
181920; 0.000000ms
181921; 0.998000ms
181922; 1.049000ms
181923; 0.000000ms
181924; 0.950000ms
181925; 0.000000ms
181926; 0.997000ms
181927; 0.998000ms
181928; 0.000000ms
181929; 0.996000ms
181930; 0.000000ms
181931; 0.998000ms
181932; 0.000000ms
181933; 0.997000ms
181934; 0.998000ms
181935; 0.000000ms
181936; 0.997000ms
181937; 0.000000ms
181938; 0.997000ms
181939; 0.000000ms
181940; 1.040000ms
181941; 0.958000ms
181942; 0.000000ms
181943; 0.998000ms
181944; 0.000000ms
181945; 0.997000ms
181946; 0.000000ms
181947; 0.998000ms
181948; 0.000000ms
181949; 0.997000ms
181950; 0.997000ms
181951; 0.000000ms
181952; 0.998000ms
181953; 0.000000ms
181954; 0.997000ms
181955; 0.997000ms
181956; 0.000000ms
181957; 1.041000ms
181958; 0.000000ms
181959; 0.958000ms
181960; 0.000000ms
181961; 0.997000ms
181962; 0.997000ms
181963; 0.000000ms
181964; 0.997000ms
181965; 0.000000ms
181966; 0.998000ms
181967; 0.000000ms
181968; 0.997000ms
181969; 0.000000ms
181970; 0.998000ms
181971; 0.997000ms
181972; 0.000000ms
181973; 0.997000ms
181974; 0.000000ms
181975; 1.040000ms
181976; 0.000000ms
181977; 0.958000ms
181978; 0.000000ms
181979; 0.000000ms
181980; 0.998000ms
181981; 0.000000ms
181982; 0.997000ms
181983; 0.000000ms
181984; 0.997000ms
181985; 0.998000ms
181986; 0.000000ms
181987; 0.997000ms
181988; 0.000000ms
181989; 0.998000ms
181990; 0.997000ms
181991; 0.000000ms
181992; 1.039000ms
181993; 0.000000ms
181994; 0.959000ms
181995; 0.000000ms
181996; 0.997000ms
181997; 0.997000ms
181998; 0.000000ms
181999; 0.998000ms
182000; 0.000000ms
182001; 0.997000ms
182002; 0.000000ms
182003; 0.997000ms
182004; 0.998000ms
182005; 0.000000ms
182006; 0.997000ms
182007; 0.000000ms
182008; 0.997000ms
182009; 0.998000ms
182010; 0.048000ms
182011; 0.952000ms
182012; 0.000000ms
182013; 0.998000ms
182014; 0.000000ms
182015; 0.997000ms
182016; 0.998000ms
182017; 0.000000ms
182018; 0.997000ms
182019; 0.000000ms
182020; 0.997000ms
182021; 0.000000ms
182022; 0.997000ms
182023; 0.998000ms
182024; 0.000000ms
182025; 0.997000ms
182026; 0.000000ms
182027; 1.037000ms
182028; 0.000000ms
182029; 0.961000ms
182030; 0.000000ms
182031; 0.997000ms
182032; 0.998000ms
182033; 0.000000ms
182034; 0.997000ms
182035; 0.000000ms
182036; 0.998000ms
182037; 0.000000ms
182038; 0.997000ms
182039; 0.997000ms
182040; 0.000000ms
182041; 0.997000ms
182042; 0.000000ms
182043; 1.025000ms
182044; 0.997000ms
182045; 0.000000ms
182046; 0.999000ms
182047; 0.000000ms
182048; 0.996000ms
182049; 0.000000ms
182050; 0.997000ms
182051; 1.000000ms
182052; 0.000000ms
182053; 0.997000ms
182054; 0.000000ms
182055; 0.997000ms
182056; 0.000000ms
182057; 0.996000ms
182058; 0.000000ms
182059; 0.997000ms
182060; 0.997000ms
182061; 0.000000ms
182062; 0.998000ms
182063; 0.000000ms
182064; 0.997000ms
182065; 0.000000ms
182066; 0.971000ms
182067; 1.024000ms
182068; 0.000000ms
182069; 1.004000ms
182070; 0.000000ms
182071; 0.991000ms
182072; 0.997000ms
182073; 0.000000ms
182074; 0.998000ms
182075; 0.000000ms
182076; 0.996000ms
182077; 0.000000ms
182078; 0.997000ms
182079; 0.000000ms
182080; 0.999000ms
182081; 0.996000ms
182082; 0.000000ms
182083; 1.001000ms
182084; 0.000000ms
182085; 0.994000ms
182086; 0.000000ms
182087; 0.998000ms
182088; 0.998000ms
182089; 0.000000ms
182090; 0.996000ms
182091; 0.000000ms
182092; 0.970000ms
182093; 0.000000ms
182094; 1.025000ms
182095; 0.970000ms
182096; 0.000000ms
182097; 1.025000ms
182098; 0.997000ms
182099; 0.000000ms
182100; 0.997000ms
182101; 0.000000ms
182102; 0.999000ms
182103; 0.000000ms
182104; 0.995000ms
182105; 0.998000ms
182106; 0.000000ms
182107; 0.997000ms
182108; 0.000000ms
182109; 0.998000ms
182110; 0.000000ms
182111; 0.999000ms
182112; 0.000000ms
182113; 0.995000ms
182114; 0.997000ms
182115; 0.000000ms
182116; 0.999000ms
182117; 0.000000ms
182118; 0.996000ms
182119; 0.000000ms
182120; 0.997000ms
182121; 0.000000ms
182122; 0.999000ms
182123; 0.996000ms
182124; 0.000000ms
182125; 0.969000ms
182126; 0.000000ms
182127; 1.026000ms
182128; 0.997000ms
182129; 0.000000ms
182130; 0.977000ms
182131; 0.000000ms
182132; 1.031000ms
182133; 0.000000ms
182134; 1.014000ms
182135; 1.006000ms
182136; 0.000000ms
182137; 0.989000ms
182138; 0.000000ms
182139; 0.999000ms
182140; 0.000000ms
182141; 0.996000ms
182142; 0.000000ms
182143; 0.997000ms
182144; 0.998000ms
182145; 0.000000ms
182146; 1.000000ms
182147; 0.000000ms
182148; 0.994000ms
182149; 0.000000ms
182150; 1.000000ms
182151; 0.995000ms
182152; 0.000000ms
182153; 0.997000ms
182154; 0.000000ms
182155; 0.998000ms
182156; 0.970000ms
182157; 0.000000ms
182158; 1.024000ms
182159; 0.000000ms
182160; 1.000000ms
182161; 0.000000ms
182162; 0.967000ms
182163; 1.026000ms
182164; 0.000000ms
182165; 0.997000ms
182166; 0.000000ms
182167; 1.057000ms
182168; 0.000000ms
182169; 0.934000ms
182170; 0.000000ms
182171; 1.001000ms
182172; 1.008000ms
182173; 0.000000ms
182174; 0.987000ms
182175; 0.000000ms
182176; 0.996000ms
182177; 0.000000ms
182178; 0.998000ms
182179; 0.997000ms
182180; 0.000000ms
182181; 1.002000ms
182182; 0.000000ms
182183; 0.965000ms
182184; 0.998000ms
182185; 0.000000ms
182186; 1.003000ms
182187; 0.000000ms
182188; 0.994000ms
182189; 0.000000ms
182190; 0.998000ms
182191; 0.000000ms
182192; 1.027000ms
182193; 0.995000ms
182194; 0.000000ms
182195; 0.997000ms
182196; 0.000000ms
182197; 0.998000ms
182198; 0.000000ms
182199; 1.001000ms
182200; 0.993000ms
182201; 0.000000ms
182202; 0.997000ms
182203; 0.000000ms
182204; 0.998000ms
182205; 0.000000ms
182206; 0.999000ms
182207; 0.000000ms
182208; 0.995000ms
182209; 0.970000ms
182210; 0.000000ms
182211; 0.997000ms
182212; 0.997000ms
182213; 0.000000ms
182214; 0.997000ms
182215; 0.000000ms
182216; 0.998000ms
182217; 0.997000ms
182218; 0.000000ms
182219; 0.997000ms
182220; 0.000000ms
182221; 0.998000ms
182222; 0.000000ms
182223; 0.997000ms
182224; 0.997000ms
182225; 0.000000ms
182226; 0.998000ms
182227; 0.000000ms
182228; 0.997000ms
182229; 0.000000ms
182230; 0.998000ms
182231; 0.000000ms
182232; 0.997000ms
182233; 0.997000ms
182234; 0.000000ms
182235; 0.997000ms
182236; 0.000000ms
182237; 1.027000ms
182238; 0.997000ms
182239; 0.000000ms
182240; 1.038000ms
182241; 0.000000ms
182242; 0.986000ms
182243; 0.997000ms
182244; 0.000000ms
182245; 0.998000ms
182246; 0.000000ms
182247; 0.998000ms
182248; 0.000000ms
182249; 0.999000ms
182250; 0.994000ms
182251; 0.000000ms
182252; 0.998000ms
182253; 0.000000ms
182254; 0.998000ms
182255; 0.000000ms
182256; 0.997000ms
182257; 0.997000ms
182258; 0.000000ms
182259; 0.997000ms
182260; 0.000000ms
182261; 0.998000ms
182262; 0.000000ms
182263; 0.999000ms
182264; 0.968000ms
182265; 0.000000ms
182266; 0.997000ms
182267; 0.000000ms
182268; 1.025000ms
182269; 0.969000ms
182270; 0.000000ms
182271; 1.030000ms
182272; 0.000000ms
182273; 0.994000ms
182274; 0.999000ms
182275; 0.000000ms
182276; 0.996000ms
182277; 0.000000ms
182278; 0.996000ms
182279; 0.000000ms
182280; 0.998000ms
182281; 0.999000ms
182282; 0.000000ms
182283; 0.995000ms
182284; 0.000000ms
182285; 0.999000ms
182286; 0.000000ms
182287; 0.996000ms
182288; 0.997000ms
182289; 0.000000ms
182290; 1.023000ms
182291; 0.000000ms
182292; 1.009000ms
182293; 0.990000ms
182294; 0.000000ms
182295; 1.000000ms
182296; 0.000000ms
182297; 0.995000ms
182298; 0.000000ms
182299; 0.969000ms
182300; 1.025000ms
182301; 0.000000ms
182302; 0.998000ms
182303; 0.000000ms
182304; 0.998000ms
182305; 1.000000ms
182306; 0.068000ms
182307; 0.926000ms
182308; 0.000000ms
182309; 1.015000ms
182310; 0.000000ms
182311; 1.020000ms
182312; 0.989000ms
182313; 0.000000ms
182314; 0.998000ms
182315; 0.000000ms
182316; 0.997000ms
182317; 0.000000ms
182318; 0.970000ms
182319; 1.027000ms
182320; 0.000000ms
182321; 0.995000ms
182322; 0.000000ms
182323; 1.070000ms
182324; 0.000000ms
182325; 0.925000ms
182326; 0.998000ms
182327; 0.000000ms
182328; 0.969000ms
182329; 0.000000ms
182330; 1.028000ms
182331; 0.995000ms
182332; 0.000000ms
182333; 1.000000ms
182334; 0.000000ms
182335; 0.994000ms
182336; 0.000000ms
182337; 0.997000ms
182338; 1.001000ms
182339; 0.000000ms
182340; 0.994000ms
182341; 0.000000ms
182342; 0.998000ms
182343; 0.000000ms
182344; 1.000000ms
182345; 0.994000ms
182346; 0.000000ms
182347; 0.997000ms
182348; 0.000000ms
182349; 0.997000ms
182350; 0.000000ms
182351; 0.998000ms
182352; 1.000000ms
182353; 0.000000ms
182354; 0.995000ms
182355; 0.000000ms
182356; 0.971000ms
182357; 1.063000ms
182358; 0.068000ms
182359; 0.890000ms
182360; 0.000000ms
182361; 1.009000ms
182362; 0.000000ms
182363; 1.015000ms
182364; 0.998000ms
182365; 0.000000ms
182366; 0.997000ms
182367; 0.000000ms
182368; 0.997000ms
182369; 0.000000ms
182370; 0.998000ms
182371; 0.997000ms
182372; 0.000000ms
182373; 0.998000ms
182374; 0.000000ms
182375; 0.997000ms
182376; 0.995000ms
182377; 0.000000ms
182378; 1.038000ms
182379; 0.000000ms
182380; 0.989000ms
182381; 0.000000ms
182382; 0.997000ms
182383; 0.997000ms
182384; 0.000000ms
182385; 0.970000ms
182386; 0.000000ms
182387; 1.025000ms
182388; 0.998000ms
182389; 0.000000ms
182390; 0.970000ms
182391; 0.000000ms
182392; 1.134000ms
182393; 0.000000ms
182394; 0.887000ms
182395; 0.998000ms
182396; 0.000000ms
182397; 0.997000ms
182398; 0.000000ms
182399; 0.997000ms
182400; 0.000000ms
182401; 1.000000ms
182402; 0.995000ms
182403; 0.000000ms
182404; 0.971000ms
182405; 0.000000ms
182406; 1.024000ms
182407; 0.997000ms
182408; 0.000000ms
182409; 1.003000ms
182410; 0.000000ms
182411; 0.993000ms
182412; 0.000000ms
182413; 1.009000ms
182414; 1.016000ms
182415; 0.000000ms
182416; 0.999000ms
182417; 0.000000ms
182418; 0.995000ms
182419; 0.998000ms
182420; 0.000000ms
182421; 0.969000ms
182422; 0.000000ms
182423; 1.025000ms
182424; 0.000000ms
182425; 0.999000ms
182426; 0.996000ms
182427; 0.107000ms
182428; 0.890000ms
182429; 0.000000ms
182430; 1.008000ms
182431; 0.000000ms
182432; 1.017000ms
182433; 0.998000ms
182434; 0.000000ms
182435; 1.003000ms
182436; 0.000000ms
182437; 0.991000ms
182438; 0.000000ms
182439; 0.997000ms
182440; 0.995000ms
182441; 0.000000ms
182442; 0.973000ms
182443; 0.000000ms
182444; 1.024000ms
182445; 0.997000ms
182446; 0.000000ms
182447; 0.998000ms
182448; 0.000000ms
182449; 1.000000ms
182450; 0.995000ms
182451; 0.000000ms
182452; 0.997000ms
182453; 0.000000ms
182454; 0.997000ms
182455; 0.000000ms
182456; 0.970000ms
182457; 1.024000ms
182458; 0.000000ms
182459; 1.003000ms
182460; 0.000000ms
182461; 1.112000ms
182462; 0.000000ms
182463; 0.880000ms
182464; 0.995000ms
182465; 0.000000ms
182466; 0.998000ms
182467; 0.000000ms
182468; 0.997000ms
182469; 0.000000ms
182470; 0.997000ms
182471; 0.970000ms
182472; 0.000000ms
182473; 0.998000ms
182474; 1.024000ms
182475; 0.000000ms
182476; 0.970000ms
182477; 0.000000ms
182478; 0.997000ms
182479; 0.000000ms
182480; 0.998000ms
182481; 0.997000ms
182482; 0.000000ms
182483; 0.997000ms
182484; 0.000000ms
182485; 1.029000ms
182486; 0.994000ms
182487; 0.000000ms
182488; 0.997000ms
182489; 0.000000ms
182490; 0.970000ms
182491; 0.000000ms
182492; 1.029000ms
182493; 0.993000ms
182494; 0.000000ms
182495; 1.000000ms
182496; 0.000000ms
182497; 0.995000ms
182498; 0.997000ms
182499; 0.000000ms
182500; 1.003000ms
182501; 0.000000ms
182502; 0.991000ms
182503; 1.000000ms
182504; 0.000000ms
182505; 0.998000ms
182506; 0.000000ms
182507; 0.994000ms
182508; 0.000000ms
182509; 0.998000ms
182510; 1.001000ms
182511; 0.000000ms
182512; 0.993000ms
182513; 0.000000ms
182514; 0.997000ms
182515; 0.998000ms
182516; 0.000000ms
182517; 1.001000ms
182518; 0.000000ms
182519; 0.994000ms
182520; 0.997000ms
182521; 0.000000ms
182522; 0.997000ms
182523; 0.000000ms
182524; 0.971000ms
182525; 0.000000ms
182526; 1.025000ms
182527; 1.021000ms
182528; 0.000000ms
182529; 0.974000ms
182530; 0.000000ms
182531; 0.996000ms
182532; 0.998000ms
182533; 0.000000ms
182534; 0.997000ms
182535; 0.000000ms
182536; 0.999000ms
182537; 0.996000ms
182538; 0.000000ms
182539; 0.997000ms
182540; 0.000000ms
182541; 0.970000ms
182542; 0.000000ms
182543; 1.025000ms
182544; 0.997000ms
182545; 0.000000ms
182546; 0.997000ms
182547; 0.000000ms
182548; 0.997000ms
182549; 0.000000ms
182550; 1.000000ms
182551; 1.030000ms
182552; 0.000000ms
182553; 0.994000ms
182554; 0.000000ms
182555; 0.997000ms
182556; 0.000000ms
182557; 0.970000ms
182558; 1.025000ms
182559; 0.000000ms
182560; 1.001000ms
182561; 0.994000ms
182562; 0.000000ms
182563; 0.997000ms
182564; 0.000000ms
182565; 0.997000ms
182566; 0.000000ms
182567; 0.997000ms
182568; 1.003000ms
182569; 0.000000ms
182570; 1.021000ms
182571; 0.000000ms
182572; 0.998000ms
182573; 0.000000ms
182574; 0.997000ms
182575; 1.003000ms
182576; 0.000000ms
182577; 0.992000ms
182578; 0.000000ms
182579; 1.004000ms
182580; 0.000000ms
182581; 0.991000ms
182582; 0.998000ms
182583; 0.000000ms
182584; 0.998000ms
182585; 0.615000ms
182586; 0.000000ms
182587; 0.991000ms
182588; 1.025000ms
182589; 0.000000ms
182590; 0.997000ms
182591; 0.000000ms
182592; 0.999000ms
182593; 0.995000ms
182594; 0.000000ms
182595; 0.998000ms
182596; 0.000000ms
182597; 0.999000ms
182598; 0.000000ms
182599; 0.997000ms
182600; 0.996000ms
182601; 0.000000ms
182602; 0.997000ms
182603; 0.000000ms
182604; 0.996000ms
182605; 0.000000ms
182606; 0.998000ms
182607; 0.998000ms
182608; 0.000000ms
